id,text,url,llama,svm_1,id_new,gemini-flash_faiss_loc,gemini-flash_faiss,gemini-flash_faiss_country
45295,"Andes mountains and Valle Hermoso valley near Las Lenas. Argentina, South America",https://images.assetsdelivery.com/compings_v2/jackf/jackf1705/jackf170504332.jpg,argentina,1.0,42261,argentina,"['la argentina', 'argentine republic', 'argentine', 'brazil', 'argentona', 'buenos aires', 'brasil', 'italy', 'argenta', 'mexico']",argentina
48015,"vast open landscape in Patagonia with dramatic sky and a rainbow over a valley, snow covered mountains of the Andes in the background",https://image.shutterstock.com/image-photo/stock-photo-vast-open-landscape-in-patagonia-with-dramatic-sky-and-a-rainbow-over-a-valley-snow-covered-250nw-1857406312.jpg,argentina,1.0,44807,patagonia,"['palagonia', 'patalillo', 'patacamaya', 'patāmundai', 'patizia', 'pativilca', 'pattamundai', 'patea', 'patria', 'patía']",argentina
48953,"Layered sedimentary rocks in the colorful valley of the Rio Grande (Spanish for 'great river'), south of Mendoza Province, Argentina",https://static.zoonar.de/img/www_repository7/d2/63/22/9_c048192adf544127e348285d37a3ddc6.jpg,argentina,1.0,45699,mendoza province,"['mendoza province', 'ciudad mendoza', 'mendoza', 'corregimiento mendoza', 'san josé de mendoza', 'córdoba province', 'ojo de agua de mendoza', 'narciso mendoza', 'province of córdoba', 'tokyo prefecture']",argentina
51047,"Vineyard in springtime Expanse of vineyard at foot of the snowy Andes. Uco valley, Tupungato, Mendoza, Argentina. Argentina stock pictures, royalty-free photos & images",https://media.istockphoto.com/photos/vineyard-in-springtime-picture-id473562992?k=6&m=473562992&s=612x612&w=0&h=jZJT2pG19nNDCZ_0guTxZKAYxGPWqnkaYc6oZMS1nbM=,argentina,1.0,47670,argentina,"['la argentina', 'argentine republic', 'argentine', 'brazil', 'argentona', 'buenos aires', 'brasil', 'italy', 'argenta', 'mexico']",argentina
53046,Timelapse of clouds moving across an Argentina valley Stock Footage,https://images.pond5.com/timelapse-clouds-moving-across-argentina-footage-090878618_iconm.jpeg,argentina,1.0,49554,argentina,"['la argentina', 'argentine republic', 'argentine', 'brazil', 'argentona', 'buenos aires', 'brasil', 'italy', 'argenta', 'mexico']",argentina
60435,View of Aconcagua up the Horcones valley,https://www.adventurealternative.com/media/201055/aconcagua-horcones-valley.jpg?anchor=center&mode=crop&width=353&height=380&rnd=131074346200000000,argentina,1.0,56433,aconcagua,"['acarigua', 'achaguas', 'acacoyagua', 'aceguá', 'apacilagua', 'cagua', 'aricagua', 'acuaco', 'cogua', 'caucagua']",argentina
60996,View on the Andean Mountains from valley near Las Lenas in Argentina,https://us.123rf.com/450wm/jackf/jackf1811/jackf181111934/112716458-view-on-the-andean-mountains-from-valley-near-las-lenas-in-argentina.jpg?ver=6,argentina,1.0,56959,argentina,"['la argentina', 'argentine republic', 'argentine', 'brazil', 'argentona', 'buenos aires', 'brasil', 'italy', 'argenta', 'mexico']",argentina
64533,Argentina - 1584 - Full day Wineries - Uco Valley Salentein Winery - Mendoza - Wine table,https://hub.holidayexecutives.com/app/uploads/2020/10/Aliwen-Incoming-Full-day-Wineries-Uco-Valley-Salentein-Winery-Mendoza-1024x682.jpg,argentina,1.0,60265,argentina,"['la argentina', 'argentine republic', 'argentine', 'brazil', 'argentona', 'buenos aires', 'brasil', 'italy', 'argenta', 'mexico']",argentina
65273,View overlooking the valley leaving San Martin de los Andes.,https://images.squarespace-cdn.com/content/555d4097e4b0902ed19f5e04/1450655913896-8RPNK483OQVV4CU28TEL/?format=1000w&content-type=image%2Fjpeg,chile,1.0,60957,san martin de los andes,"['san martín de los andes', 'los andes', 'san miguel de la paz', 'san andrés de los gama', 'san pablo de las salinas', 'san vicente de la sonsierra', 'san pablo de los montes', 'san francisco de la paz', 'san juan de los platanos', 'departamento de san martín']",argentina
50,Paro Town and Valley,http://a4.pbase.com/t3/19/688619/4/124553269.fEBOABXw.jpg,bhutan,1.0,50,paro town and valley,"['aro valley', 'west puente valley', 'city of valley', 'town of little valley', 'valley city', 'town of chino valley', 'town of great valley', 'the valley', 'town of green valley', 'valley']",bhutan
1774,Punakha valley,http://www.planetstillalive.com/wp-content/themes/viuu/timthumb.php?src=https://www.planetstillalive.com/wp-content/uploads/2013/12/06-11-13_0932AR-1024x768.jpg&w=190&h=134&a=c&q=100,bhutan,1.0,1650,punakha valley,"['punākha', 'valley', 'the valley', 'coromandel valley', 'longtharai valley', 'sun valley', 'mākaha valley', 'water valley', 'holiday valley', 'new valley']",bhutan
4049,visit the valley of apro things to do in bhutan,https://theplanetd.com/images/things-to-do-in-bhutan-paro.jpg,bhutan,1.0,3750,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
5126,"Paro Taktsang, is the popular name of Taktsang Palphug Monastery (also known as The Tiger's Nest), a prominent Himalayan Buddhist sacred site and temple complex, located in the cliffside of the upper Paro valley, Bhutan. A temple complex was first built in 1692.",https://i.pinimg.com/736x/9a/35/eb/9a35ebf67512c5db4353f1a0c134c89e.jpg,bhutan,1.0,4752,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
7831,9-Day Cultural Tour that extends to Gangtey and Haa Valley,https://adventureswithinreach.com/wp-content/uploads/TripImages/trip128-1024x576.jpg,bhutan,1.0,7265,gangtey,"['ganges', 'gånghester', 'gangelt', 'gangloffsömmern', 'gangi', 'gangte circle', 'gangoh', 'gângiova', 'gangneung', 'gangolli']",bhutan
8924,Haa Valley,https://www.bhutanjeweltravel.com/wp-content/themes/BhutanJewelTravels_2/images/Top_places/image15.jpg,india,1.0,8298,haa valley,"['valley', 'the valley', 'huon valley', 'aro valley', 'west valley', 'sky valley', 'avra valley', 'happy valley', 'long valley', 'new valley']",bhutan
10576,"Paro Taktsang temple enveloped in fog in upper Paro valley, Bhutan.",https://ak.picdn.net/offset/photos/58261bddba6f6bfc1a4982ff/medium/offset_460365.jpg?DFghwDcb,bhutan,1.0,9830,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
15907,View toward the head of the Nikka Chhu valley.,http://graphics8.nytimes.com/images/2012/10/16/science/16scientist-mountains/16scientist-mountains-blog480.jpg,bhutan,1.0,14814,no,['no'],bhutan
19016,Punakha valley,https://www.swantour.com/blogs/wp-content/uploads/2018/06/Punakha-valley.jpg,bhutan,1.0,17721,punakha valley,"['punākha', 'valley', 'the valley', 'coromandel valley', 'longtharai valley', 'sun valley', 'mākaha valley', 'water valley', 'holiday valley', 'new valley']",bhutan
19653,bhutan386: Bhutan - Ura valley - House and mountains covered with snow - photo by A.Ferrari - (c) Travel-Images.com - Stock Photography agency - Image Bank,http://www.travel-images.com/pht/bhutan386.jpg,bhutan,1.0,18321,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
20011,"River at the bottom of the valley en route to Lhedi, Gasa District, Snowman Trek, Bhutan Stock Photo",https://c8.alamy.com/comp/T5RGM3/river-at-the-bottom-of-the-valley-en-route-to-lhedi-gasa-district-snowman-trek-bhutan-T5RGM3.jpg,bhutan,1.0,18650,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
23551,"Taktshang monastery, Bhutan. Tigers Nest Monastery also know as Taktsang Palphug Monastery. Located in the cliffside of the upper Paro valley, in Bhutan Royalty Free Stock Images",https://thumbs.dreamstime.com/t/taktshang-monastery-bhutan-tigers-nest-also-know-as-taktsang-palphug-located-cliffside-upper-paro-valley-83184889.jpg,bhutan,1.0,21982,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
24952,Me looking out at the valley of Paro in Bhutan,https://www.annees-de-pelerinage.com/wp-content/uploads/2019/11/20191028-DSC00261-1021x580.jpg,bhutan,1.0,23291,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
26479,Village kids along the Paro Valley,https://monkeystale.files.wordpress.com/2018/04/3l4a6358-20.jpg?w=970,bhutan,1.0,24705,paro valley,"['aro valley', 'valley', 'west puente valley', 'the valley', 'water valley', 'spot valley', 'green valley', 'central valley', 'chino valley', 'moapa valley']",bhutan
31831,"Monk and Farmlands in the Phobjikha Valley, Gangtey Village, Bhutan Fotografisk tryk af Keren Su",http://cache2.allpostersimages.com/sml/27/2726/2GXND00Z.jpg,bhutan,1.0,29713,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
33690,Wangdue valley,http://wangduephodrang.gov.bt/sites/wangduephodrang.gov.bt/files/styles/banner/public/2018-05/Wangdue%20Valley.jpg?h=654bb5f2&itok=BBZgpvET,bhutan,1.0,31446,wangdue valley,"['wangchang', 'wang san', 'wangjia', 'wañgan', 'wang wa', 'wangdue phodrang', 'wang', 'valley', 'wanguri', 'chino valley']",bhutan
35837,Bumthang Valley,https://travelchronicles.net/wp-content/uploads/2017/09/Bumthang-Valley-1.jpg,bhutan,1.0,33455,bumthang valley,"['valley', 'the valley', 'happy valley', 'pleasant valley', 'grass valley', 'day valley', 'spot valley', 'north valley', 'bega valley', 'holiday valley']",bhutan
47492,"View across the Paro Valley from the Tiger's Nest Monastery (Taktsang), Bhutan",https://m.psecn.photoshelter.com/img-get2/I0000K3DJbfCaE7A/fit=1000x750/AS-00-21-19.jpg,bhutan,1.0,44315,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
49864,Punakha valley,https://i1.wp.com/www.onceinalifetimejourney.com/wp-content/uploads/2016/12/editP1270947.jpg?resize=1152%2C864&,bhutan,1.0,46565,punakha valley,"['punākha', 'valley', 'the valley', 'coromandel valley', 'longtharai valley', 'sun valley', 'mākaha valley', 'water valley', 'holiday valley', 'new valley']",bhutan
50592,021_Paro Valley  Set in what is considered to be the most beautiful of the main valleys  2280m,https://photos.smugmug.com/Around-the-World/Asia/201608-Bhutan/i-D2cHkdG/0/cf912fd4/S/021_Paro%20Valley.%20Set%20in%20what%20is%20considered%20to%20be%20the%20most%20beautiful%20of%20the%20main%20valleys.%202280m-S.jpg,chile,1.0,47252,paro valley,"['aro valley', 'valley', 'west puente valley', 'the valley', 'water valley', 'spot valley', 'green valley', 'central valley', 'chino valley', 'moapa valley']",bhutan
50704,View of the Phobjikha Valley in Central Bhutan,https://www.geoex.com/app/uploads/2019/07/central-bhutan-phobjikha-valley-trek-844x844.jpg,bhutan,1.0,47356,bhutan,"['kingdom of bhutan', 'nepal', 'nepalgunj', 'mongolia', 'punakha dzongkhag', 'chhukha dzongkhag', 'turkmenistan', 'kingdom of cambodia', 'tibet autonomous region', 'state of uttarākhand']",bhutan
50768,The Paro valley and red chiles drying on a rooftop.,https://madventuresdotme.files.wordpress.com/2013/10/p1030320.jpg?w=470,bhutan,1.0,47417,paro valley,"['aro valley', 'valley', 'west puente valley', 'the valley', 'water valley', 'spot valley', 'green valley', 'central valley', 'chino valley', 'moapa valley']",bhutan
54510,"Taktsang is perched on a cliff 2,000 feet above the Paro Valley",https://3lce0g2z2t1yvbav31sx1z1g-wpengine.netdna-ssl.com/wp-content/uploads/2014/12/Taktsang-780x468.jpg,bhutan,1.0,50913,paro valley,"['aro valley', 'valley', 'west puente valley', 'the valley', 'water valley', 'spot valley', 'green valley', 'central valley', 'chino valley', 'moapa valley']",bhutan
69224,Uma Punakha -Accommodation - View from Valley View Room Terrace,https://enticingbhutan.com.au/tours-and-treks/lib/images/gallery/Uma%20Punakha%20-Accommodation%20-%20View%20from%20Valley%20View%20Room%20Terrace%20-%20www.EnticingBhutan.com.au-xs.jpg,bhutan,1.0,64625,punakha,"['punākha', 'satakha', 'kuakhia', 'punakha dzongkhag', 'şalākhid', 'punuare', 'punata', 'punghina', 'punganūru', 'shamakhi']",bhutan
72097,Jess posing in Punakha Valley,https://blogcms.scottdunn.com/?imgid=7335&type=smallest,bhutan,1.0,67313,punakha valley,"['punākha', 'valley', 'the valley', 'coromandel valley', 'longtharai valley', 'sun valley', 'mākaha valley', 'water valley', 'holiday valley', 'new valley']",bhutan
55,Great azure alpine lake Vorderer Gosausee. Picturesque and gorgeous morning scene. Salzkammergut is a famous resort area located in the Gosau Valley in Upper Austria. Dachstein glacier. Beauty world. Stock Photo,https://us.123rf.com/450wm/leonidtit/leonidtit1711/leonidtit171100032/90446522-great-azure-alpine-lake-vorderer-gosausee-picturesque-and-gorgeous-morning-scene-salzkammergut-is-a-.jpg?ver=6,austria,1.0,54,upper austria,"['republic of austria', 'vienna', 'upper bavaria', 'salzburg', 'new vienna', 'viennay', 'lower bavaria', 'town of vienna', 'tyrol', 'salzburg stadt']",austria
893,"Wachau Valley, Austria, Danube River",https://www.wirelesstraveler.com/wp-content/uploads/2015/05/austria-wachau-danube-e1431101460334.jpg?w=300,austria,1.0,835,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
2729,"View of the alpine lake in the valley Zillertal, Austrian Alps",https://t1.ftcdn.net/jpg/00/65/35/86/240_F_65358687_l3h6cXatAsW9TyYnkB0Rb7rQNtRMX8c9.jpg,austria,1.0,2530,zillertal,"['zwiesel', 'ried im zillertal', 'zlonice', 'zirl', 'zillebeke', 'zizurkil', 'zoyotla', 'zirndorf', 'hart im zillertal', 'zozutla']",austria
3310,"Sunny Day In Wachau Valley. Landscape Of Vineyards And Danube River At Weissenkirchen, Austria",https://static1.bigstockphoto.com/8/6/3/large2/368577553.jpg,austria,1.0,3063,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
3598,"The medieval Schonbuhel castle, built on a rock on Danube river is a main historical landmark and popular tourist attraction in Wachau valley, a UNESCO cultural landscape, Austria",https://image.shutterstock.com/image-photo/stock-photo-the-medieval-schonbuhel-castle-built-on-a-rock-on-danube-river-is-a-main-historical-landmark-and-250nw-1484416304.jpg,austria,1.0,3331,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
3735,Yellow grapeyard in the Wachau valley in Austria royalty free stock images,https://thumbs.dreamstime.com/t/yellow-grapeyard-wachau-valley-austria-man-his-dog-guarding-grapes-autumn-104941479.jpg,austria,1.0,3459,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
3775,Quadro in vetro - Mountains and valley of the Lechtal Alps in Tirol - Panoramico,https://www.bilderwelten.it/img/370/370/resize/_/g/_g_l_glasbild-berge-und-tal-der-lechtaler-alpen-im-tiro_1_.jpg,austria,1.0,3498,tirol,"['tirol', 'tirolo/tirol', 'tirolo', 'tirtol', 'buch in tirol', 'tigre', 'tignère', 'tibro', 'hall in tirol', 'tizit']",austria
4727,Panoramic view of Danube Valley near the city of Krems at the exit of the Wachau Region,https://image.shutterstock.com/image-photo/panoramic-view-danube-valley-near-260nw-104917646.jpg,austria,1.0,4383,krems,"['kremmen', 'krempe', 'korem', 'krems in kärnten', 'kremnica', 'křemže', 'kremenki', 'kremastí', 'kumalisquis', 'kremenets']",austria
5858,panorama aerial view of Durnstein village situated in wachau valley in Austria - stock photo,https://thumb1.shutterstock.com/image-photo/stock-photo-panorama-aerial-view-of-durnstein-village-situated-in-wachau-valley-in-austria-450w-412701790.jpg,austria,1.0,5436,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
5971,Ski slope skiing resort alpes valley montafon Royalty Free Stock Photography,https://thumbs.dreamstime.com/m/ski-slope-skiing-resort-alpes-valley-montafon-30074627.jpg,austria,1.0,5538,montafon,"['montberon', 'montgeron', 'montfaucon', 'montizón', 'montbeton', 'montfrin', 'montoison', 'montbrison', 'montluçon', 'montalvin']",austria
6662,Spectacular: Aggstein Castle and the Wachau Valley (above),https://i.dailymail.co.uk/i/newpix/2018/07/28/14/4EA472A300000578-0-image-a-26_1532784734806.jpg,austria,1.0,6187,wachau valley,"['wachau', 'town of wausau', 'wausau', 'wau', 'valley', 'west valley', 'chino valley', 'city of wausau', 'mākaha valley', 'lake wazeecha']",austria
6693,"view  of the town from Walmendinger Horn, Mittelberg, little Walser valley, Austria - Stock Photo",https://l450v.alamy.com/450v/pfpa5f/view-of-the-town-from-walmendinger-horn-mittelberg-little-walser-valley-austria-pfpa5f.jpg,austria,1.0,6217,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
7965,"Beautiful landscape of valley in Alpine mountains, small trail, hike root, majestic picturesque view in sunny day",https://static2.bigstockphoto.com/thumbs/6/0/1/large2/106532054.jpg,austria,1.0,7392,no,['no'],austria
8100,"Kufstein wit Inntal (Inn river valley) and Wilder and Zahmer Kaiser mountains in the background at sunset photographed from mount Pendling, Tyrol, Austria",https://image.shutterstock.com/image-photo/kufstein-wit-inntal-inn-river-260nw-563472541.jpg,austria,1.0,7519,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
8583,Travelers enjoy the view of the mountain valley. Travel and active life concept with team. Adventure and travel in the mountains region in the Austria,https://t4.ftcdn.net/jpg/04/53/77/57/360_F_453775700_eAPvweioHahNyjexuMxZ1xIQij0HLMS3.jpg,austria,1.0,7974,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
8671,Amazing green valley in Tyrol wallpaper,https://cdn.suwalls.com/wallpapers/nature/amazing-green-valley-in-tyrol-51739-400x250.jpg,austria,1.0,8055,tyrol,"['tyrol', 'innsbruck', 'silesia', 'bavaria', 'salzburg', 'czech silesia', 'innsbruck stadt', 'bohemia', 'switzerland', 'canton']",austria
8851,View from above Valley winter golling austria royalty free stock image,https://thumbs.dreamstime.com/b/view-above-valley-winter-golling-austria-epic-shot-rossfeld-panorama-street-to-very-nice-sunset-106896216.jpg,austria,1.0,8227,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
10219,"Llama tour at the summit of Ederplan Mountain in the Defregger Group, Carnic Dolomites, Upper Lienz, Puster Valley, East Tyrol, Austria, Europe",https://www.robertharding.com/watermark.php?type=preview&im=RM/RH/HORIZONTAL/832-372018,austria,1.0,9500,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
10551,Wall Mural - Scenic Austrian Almtal Valley Almsee Lake,https://t4.ftcdn.net/jpg/03/66/35/29/240_F_366352982_sfkanx5Omx1szczW4wjD5JEUMFrZPE18.jpg,austria,1.0,9806,austrian,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'bavaria', 'tyrol', 'new vienna', 'hungary', 'salzburg stadt', 'windisch']",austria
12481,"Wachau Valley, Austria. The Medieval Town Of Durnstein Along The Danube River. poster",https://static2.bigstockphoto.com/thumbs/0/1/3/small2/310516012.jpg,austria,1.0,11623,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
14306,"Hallstatt landscape, Salzburg. Mountain lake, Alpine massif, beautiful canyon in Austria. Alpine valley in summer clear water. Healthy virgin mountain nature, vacation destination, bird perspective.",https://static2.bigstockphoto.com/0/0/2/large2/200648914.jpg,austria,1.0,13321,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
14419,Mountains valley and peaks landscape natural environment. Hiking in the alps. Tirol Austria Europe,https://static2.bigstockphoto.com/5/1/2/large2/215364877.jpg,austria,1.0,13427,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
15163,"Dark gloomy winter landscape with snow in a mountain valley with village, forested peaks and grey clouds in the Austrian alps",https://t4.ftcdn.net/jpg/01/99/93/73/240_F_199937312_eIibILIJlEmtplg1QK7z4cgeKvEjELQi.jpg,austria,1.0,14125,austrian alps,"['tyrol', 'salzburg', 'innsbruck', 'zürich', 'salzburg stadt', 'innsbruck stadt', 'minami-alps', 'vienna', 'bavaria', 'politischer bezirk innsbruck land']",austria
15838,Panoramic View From Village Puergg Over Valley Ennstal To Sunset Over Mountains Gumpeneck And Hangof,https://static3.bigstockphoto.com/6/8/2/large2/286400995.jpg,austria,1.0,14752,puergg,"['pulumer', 'puig', 'pulo', 'pussay', 'pulgar', 'puok', 'puliyūr', 'puksoozero', 'pucté', 'purpe']",austria
16077,"Cry me a river: The Danube flows through ten countries. Pictured here is Durnstein in Wachau Valley, Austria",https://i.dailymail.co.uk/1s/2019/01/12/14/8435284-6584207-image-a-49_1547302130555.jpg,austria,1.0,14976,austria,"['republic of austria', 'vienna', 'viennay', 'salzburg', 'hungary', 'new vienna', 'tyrol', 'town of vienna', 'city of vienna', 'salzburg stadt']",austria
109,Gorge Walking in the Duddon Valley,https://www.riverdeepmountainhigh.co.uk/wp-content/uploads/2018/02/efbe2-16-08-05fdgorge2b2528452529-500x250.jpg,united kingdom,1.0,104,duddon valley,"['huon valley', 'valley', 'the valley', 'new valley', 'lemmon valley', 'city of valley', 'valley hill', 'valley city', 'river valley', 'pleasant valley']",united kingdom
113,Image for Wye Valley - New Naturalist # 105,https://www.fosterbooks.co.uk/assets/images/product/32948.jpg,united kingdom,1.0,108,wye valley,"['west valley', 'valley', 'west valley city', 'east valley', 'water valley', 'wye', 'the valley', 'valley east', 'west wyalong', 'green valley']",united kingdom
511,"Wheal Jenkin & Marke Valley Consols, Cornwall - April 19, 2017",https://photos.smugmug.com/Industrial-Archaeology/Mines-of-Devon-Cornwall/Wheal-Jenkin/i-8LJLz2D/3/0d9131ee/L/L2017_0966-L.jpg,cornwall (united kingdom),1.0,476,cornwall,"['cornwall', 'town of cornwall', 'borough of cornwall', 'cornish', 'town of cornish', 'village of cornwall-on-hudson', 'gloucestershire', 'south gloucestershire', 'bristol', 'somerset']",united kingdom
648,"Looking up the Garw Valley South Wales, Canvas Print",https://www.canvasofwales.co.uk/wp-content/uploads/2018/12/297938001543769479-c-600x450.jpg,united kingdom,1.0,606,south wales,"['north wales', 'wales', 'cardiff south', 'state of new south wales', 'south glamorgan', 'town of wales', 'village of wales', 'south gloucestershire', 'south brighton', 'south london']",united kingdom
672,Knockmany Hill Clougher Valley County Tyrone Northern Ireland Greeting Card by Joe Fox,https://render.fineartamerica.com/images/rendered/medium/greeting-card/images-medium/knockmany-hill-clougher-valley-county-tyrone-northern-ireland-joe-fox.jpg,united kingdom,1.0,628,northern ireland,"['northern ireland', 'ireland', 'ulster', 'belfast', 'united kingdom of great britain and northern ireland', 'south dublin', 'dublin', 'mid ulster', 'irish town', 'north tipperary']",united kingdom
676,"Sub-zero: Sunrise at Slemish Mountain in the Braid Valley, Ballymena, Co Antrim, today",https://i.dailymail.co.uk/i/pix/2010/12/17/article-1339149-0C849EB4000005DC-791_634x323.jpg,united kingdom,1.0,632,co antrim,"['antrim', 'town of antrim', 'antrim borough', 'mid and east antrim', 'antrim county', 'county antrim', 'antrim and newtownabbey', 'north tipperary', 'belfast', 'armagh']",united kingdom
698,Valley View - Yorkshire Dales - 949975 - thumbnail photo 20,https://images1.sykesassets.co.uk/assets/_files/cached/property/272x204/949975/sc_14805150905632_949975_15.jpg?access=929T721T840,united kingdom,1.0,652,yorkshire dales,"['yorkshire', 'town of yorkshire', 'yorkshire and the humber', 'west yorkshire', 'north yorkshire', 'south yorkshire', 'town of dale', 'east riding of yorkshire', 'derbyshire dales district', 'dale']",united kingdom
728,Ribble Valley,http://s0.geograph.org.uk/photos/07/22/072292_fbb7fdb5.jpg,united kingdom,1.0,680,ribble valley,"['ribble valley district', 'rib mountain', 'town of rib mountain', 'valley', 'the valley', 'river valley', 'rock valley', 'pine valley', 'carroll valley', 'valley glen']",united kingdom
977,The Green Drive (Burbage Valley),https://m.psecn.photoshelter.com/img-get2/I00007XXUlLS9bQ0/fit=1000x750/Burbage-FPF19010-9305PS.jpg,united kingdom,1.0,917,burbage valley,"['west valley', 'valley', 'the valley', 'north boambee valley', 'river valley', 'central valley', 'south valley', 'meander valley', 'west valley city', 'simi valley']",united kingdom
1003,View of Langdale Valley in the Lake District,https://mikeosbornphoto.files.wordpress.com/2021/01/valley-view.jpg?w=1024,united kingdom,1.0,942,lake district,"['south lakeland district', 'lake city', 'lake village', 'town of lake', 'town of lakeview', 'lake county', 'lakeview', 'village of lakeview', 'city of lake village', 'city of lakeway']",united kingdom
1027,The valley of Nookton Burn,http://s0.geograph.org.uk/photos/71/85/718588_3205aff6.jpg,united kingdom,1.0,965,no,['no'],united kingdom
1199,VIEW OF ESK VALLEY FROM MUNCASTER CASTLE WEST CUMBRIA POSTCARD,https://thumbs.ebaystatic.com/images/g/yYIAAOSwKrhVWzyx/s-l225.jpg,united kingdom,1.0,1123,west cumbria,"['cumbria', 'west yorkshire', 'lancashire', 'west lancashire district', 'west midlands', 'northumberland', 'cheshire west and chester', 'cheshire east', 'northern midlands', 'cheshire']",united kingdom
1367,"Free Stunning Back Tor, Overlooking The Beautiful Upper Derwent Valley, Peak District National Park Royalty Free Stock Photo - 110645995",https://thumbs.dreamstime.com/t/stunning-back-tor-overlooking-the-beautiful-upper-derwent-valley-peak-district-national-park-110645995.jpg,united kingdom,1.0,1275,peak district national park,"['high peak district', 'peak hill', 'summit park', 'district heights', 'city of district heights', 'hills district', 'peakhurst heights', 'mountain park', 'high peak', 'park hills']",united kingdom
